,Date,Team,Normalized Offensive Rating,Normalized Defensive Rating
1,2024-10-24,Atlanta Hawks,0.5641025641025641,0.6048951048951049
2,2024-10-24,Boston Celtics,0.9059829059829064,0.6346153846153847
3,2024-10-24,Brooklyn Nets,0.48290598290598297,0.5384615384615385
4,2024-10-24,Charlotte Hornets,0.5705128205128205,0.6241258741258741
5,2024-10-24,Chicago Bulls,0.3183760683760683,0.5454545454545454
6,2024-10-24,Cleveland Cavaliers,1.0,0.7377622377622377
7,2024-10-24,Dallas Mavericks,0.5876068376068379,0.7220279720279721
8,2024-10-24,Denver Nuggets,0.0,0.7167832167832169
9,2024-10-24,Detroit Pistons,0.4743589743589743,0.5454545454545454
10,2024-10-24,Golden State Warriors,0.8653846153846158,0.8531468531468532
11,2024-10-24,Houston Rockets,0.45940170940170955,0.5332167832167833
12,2024-10-24,Indiana Pacers,0.5555555555555558,0.611888111888112
13,2024-10-24,LA Clippers,0.2585470085470085,0.7412587412587412
14,2024-10-24,Los Angeles Lakers,0.5961538461538461,0.6206293706293707
15,2024-10-24,Memphis Grizzlies,0.685897435897436,0.4527972027972027
16,2024-10-24,Miami Heat,0.2585470085470085,0.46678321678321666
17,2024-10-24,Milwaukee Bucks,0.7200854700854701,0.6311188811188811
18,2024-10-24,Minnesota Timberwolves,0.532051282051282,0.5402097902097902
19,2024-10-24,New Orleans Pelicans,0.5555555555555558,0.7395104895104896
20,2024-10-24,New York Knicks,0.6816239316239316,0.0
21,2024-10-24,Oklahoma City Thunder,0.34615384615384603,1.0
22,2024-10-24,Orlando Magic,0.651709401709402,0.7884615384615385
23,2024-10-24,Philadelphia 76ers,0.4508547008547009,0.41083916083916094
24,2024-10-24,Phoenix Suns,0.3162393162393163,0.7884615384615385
25,2024-10-24,Portland Trail Blazers,0.17948717948717938,0.29195804195804187
26,2024-10-24,Sacramento Kings,0.52991452991453,0.5122377622377623
27,2024-10-24,San Antonio Spurs,0.3397435897435897,0.5192307692307692
28,2024-10-24,Toronto Raptors,0.32051282051282065,0.181818181818182
29,2024-10-24,Utah Jazz,0.668803418803419,0.43881118881118875
30,2024-10-24,Washington Wizards,0.23717948717948714,0.48601398601398604
31,2024-10-25,Atlanta Hawks,0.6792452830188678,0.24260355029585812
32,2024-10-25,Boston Celtics,1.0,0.381656804733728
33,2024-10-25,Brooklyn Nets,0.43632075471698106,0.1597633136094676
34,2024-10-25,Charlotte Hornets,0.6533018867924525,0.21597633136094663
35,2024-10-25,Chicago Bulls,0.5778301886792452,0.22781065088757402
36,2024-10-25,Cleveland Cavaliers,0.8632075471698111,0.5828402366863907
37,2024-10-25,Dallas Mavericks,0.6485849056603773,0.5295857988165682
38,2024-10-25,Denver Nuggets,0.0,0.5207100591715978
39,2024-10-25,Detroit Pistons,0.4150943396226413,0.22781065088757402
40,2024-10-25,Golden State Warriors,0.8962264150943395,0.9497041420118346
41,2024-10-25,Houston Rockets,0.6084905660377357,0.437869822485207
42,2024-10-25,Indiana Pacers,0.45047169811320736,0.0976331360946745
43,2024-10-25,LA Clippers,0.2853773584905659,0.5621301775147929
44,2024-10-25,Los Angeles Lakers,0.731132075471698,0.29585798816568054
45,2024-10-25,Memphis Grizzlies,0.5188679245283018,0.10059171597633154
46,2024-10-25,Miami Heat,0.2853773584905659,0.0976331360946745
47,2024-10-25,Milwaukee Bucks,0.7028301886792451,0.1745562130177517
48,2024-10-25,Minnesota Timberwolves,0.5872641509433959,0.22189349112426038
49,2024-10-25,New Orleans Pelicans,0.48820754716981096,0.5857988165680472
50,2024-10-25,New York Knicks,0.8372641509433961,0.0
51,2024-10-25,Oklahoma City Thunder,0.3820754716981129,1.0
52,2024-10-25,Orlando Magic,0.7193396226415093,0.6124260355029587
53,2024-10-25,Philadelphia 76ers,0.44811320754716977,0.11834319526627224
54,2024-10-25,Phoenix Suns,0.4716981132075471,0.3372781065088759
55,2024-10-25,Portland Trail Blazers,0.25235849056603743,0.16568047337278136
56,2024-10-25,Sacramento Kings,0.5849056603773584,0.1745562130177517
57,2024-10-25,San Antonio Spurs,0.3749999999999997,0.18639053254437865
58,2024-10-25,Toronto Raptors,0.48113207547169784,0.059171597633136064
59,2024-10-25,Utah Jazz,0.30896226415094324,0.002958579881657042
60,2024-10-25,Washington Wizards,0.2617924528301885,0.13017751479289963
61,2024-10-26,Atlanta Hawks,0.6107594936708861,0.23796791443850274
62,2024-10-26,Boston Celtics,1.0,0.2486631016042783
63,2024-10-26,Brooklyn Nets,0.28481012658227856,0.16310160427807507
64,2024-10-26,Charlotte Hornets,0.4968354430379744,0.1951871657754013
65,2024-10-26,Chicago Bulls,0.14873417721518953,0.36363636363636376
